Date,Close,TE
20/01/2011,18.23,0.003847216
19/01/2011,18.16,-0.006038997
18/01/2011,18.27,0.003838776
14/01/2011,18.2,-0.007117468
13/01/2011,18.33,0.001091703
12/01/2011,18.31,0.002186988
11/01/2011,18.27,0.011560822
10/01/2011,18.06,-0.001659751
07/01/2011,18.09,0.00443214
06/01/2011,18.01,0.000555401
05/01/2011,18,-0.002773927
04/01/2011,18.05,0.002218526
03/01/2011,18.01,0.011728702
31/12/2010,17.8,0.000561956
30/12/2010,17.79,0.00112486
29/12/2010,17.77,-0.000562588
28/12/2010,17.78,-0.001685867
27/12/2010,17.81,-0.005040616
23/12/2010,17.9,0
22/12/2010,17.9,0.005602256
21/12/2010,17.8,0.008462674
20/12/2010,17.65,0.009106494
17/12/2010,17.49,0.00746058
16/12/2010,17.36,0.023311079
15/12/2010,16.96,-0.008805458
14/12/2010,17.11,0.0017549
13/12/2010,17.08,0.005872007
10/12/2010,16.98,-0.003527341
09/12/2010,17.04,0.000587027
08/12/2010,17.03,-0.001760047
07/12/2010,17.06,0.001173021
06/12/2010,17.04,0.001174398
03/12/2010,17.02,0.004711434
02/12/2010,16.94,0
01/12/2010,16.94,0.011279431
30/11/2010,16.75,-0.001789443
29/11/2010,16.78,-0.005941788
26/11/2010,16.88,-0.0035482
24/11/2010,16.94,0.006514681
23/11/2010,16.83,-0.018251905
22/11/2010,17.14,0.011147079
19/11/2010,16.95,-0.003533573
18/11/2010,17.01,0.014209831
17/11/2010,16.77,0.005381179
16/11/2010,16.68,-0.022526145
15/11/2010,17.06,0.005289463
12/11/2010,16.97,-0.011716596
11/11/2010,17.17,0
10/11/2010,17.17,-0.020750024
09/11/2010,17.53,-0.004553224
08/11/2010,17.61,0.001136364
05/11/2010,17.59,-0.001136364
04/11/2010,17.61,0.014874416
03/11/2010,17.35,-0.005747142
02/11/2010,17.45,0.001720677
01/11/2010,17.42,-0.009711587
29/10/2010,17.59,0.014891455
28/10/2010,17.33,-0.013184484
27/10/2010,17.56,-0.002275314
26/10/2010,17.6,-0.005665738
25/10/2010,17.7,-0.002820876
22/10/2010,17.75,0.001127396
21/10/2010,17.73,-0.002253522
20/10/2010,17.77,0.018171994
19/10/2010,17.45,-0.00799091
18/10/2010,17.59,0.00341686
15/10/2010,17.53,0.00457405
14/10/2010,17.45,-0.00457405
13/10/2010,17.53,0.001141553
12/10/2010,17.51,-0.008530049
11/10/2010,17.66,0.002267575
08/10/2010,17.62,0.008549496
07/10/2010,17.47,0.001145475
06/10/2010,17.45,-0.004003437
05/10/2010,17.52,0.010903982
04/10/2010,17.33,-0.009761777
01/10/2010,17.5,0.010338978
30/09/2010,17.32,0.000577534
29/09/2010,17.31,-0.005185837
28/09/2010,17.4,-0.003442344
27/09/2010,17.46,-0.00114482
24/09/2010,17.48,0.021978907
23/09/2010,17.1,-0.0104713
22/09/2010,17.28,0.005803847
21/09/2010,17.18,-0.007538453
20/09/2010,17.31,0.020426739
17/09/2010,16.96,-0.004705891
16/09/2010,17.04,-0.005851392
15/09/2010,17.14,-0.006976772
14/09/2010,17.26,0.00115942
13/09/2010,17.24,0.011082062
10/09/2010,17.05,-0.000586338
09/09/2010,17.06,-0.009915508
08/09/2010,17.23,-0.001739635
07/09/2010,17.26,-0.010947963
03/09/2010,17.45,0.008633147
02/09/2010,17.3,-0.004613618
01/09/2010,17.38,0.029190631
31/08/2010,16.88,0.001778832
30/08/2010,16.85,-0.01414284
27/08/2010,17.09,0.021887889
26/08/2010,16.72,0.003594971
25/08/2010,16.66,0.011470093
24/08/2010,16.47,0.005479466
23/08/2010,16.38,-0.001829827
20/08/2010,16.41,0.001829827
19/08/2010,16.38,-0.018748659
18/08/2010,16.69,-0.004185357
17/08/2010,16.76,0.022323702
16/08/2010,16.39,0.01537073
13/08/2010,16.14,-0.006176672
12/08/2010,16.24,-0.044558846
11/08/2010,16.98,-0.029021189
10/08/2010,17.48,0.005162042
09/08/2010,17.39,0.012731653
06/08/2010,17.17,0.012306045
05/08/2010,16.96,0
04/08/2010,16.96,0
03/08/2010,16.96,-0.002355714
02/08/2010,17,0.039597255
30/07/2010,16.34,-0.007924455
29/07/2010,16.47,-0.011470093
28/07/2010,16.66,-0.021378486
27/07/2010,17.02,0.014201422
26/07/2010,16.78,0.007177064
23/07/2010,16.66,0.006624535
22/07/2010,16.55,0.013994752
21/07/2010,16.32,-0.007934128
20/07/2010,16.45,0.004875086
19/07/2010,16.37,0.01725243
16/07/2010,16.09,-0.020910971
15/07/2010,16.43,-0.001824263
14/07/2010,16.46,0.00365186
13/07/2010,16.4,0.007343974
12/07/2010,16.28,0.008017311
09/07/2010,16.15,0.009956523
08/07/2010,15.99,0.011953587
07/07/2010,15.8,0.03150373
06/07/2010,15.31,0.013149433
02/07/2010,15.11,0.007306575
01/07/2010,15,-0.004655812
30/06/2010,15.07,-0.007931304
29/06/2010,15.19,-0.03111074
28/06/2010,15.67,0.004477142
25/06/2010,15.6,0.00643089
24/06/2010,15.5,-0.001933613
23/06/2010,15.53,-0.015969678
22/06/2010,15.78,-0.026267927
21/06/2010,16.2,0.000617475
18/06/2010,16.19,-0.011667311
17/06/2010,16.38,0.00981603
16/06/2010,16.22,0.001851281
15/06/2010,16.19,0.024383828
14/06/2010,15.8,0.009539023
11/06/2010,15.65,0.006410278
10/06/2010,15.55,0.029365895
09/06/2010,15.1,-0.00462505
08/06/2010,15.17,0.011936481
07/06/2010,14.99,0.001335114
04/06/2010,14.97,-0.040581485
03/06/2010,15.59,0.011613034
02/06/2010,15.41,0.030305349
01/06/2010,14.95,-0.039349339
28/05/2010,15.55,-0.002569044
27/05/2010,15.59,0.026650911
26/05/2010,15.18,0.004621996
25/05/2010,15.11,0.000662032
24/05/2010,15.1,0.003981425
21/05/2010,15.04,0.012713453
20/05/2010,14.85,-0.05183187
19/05/2010,15.64,-0.019627094
18/05/2010,15.95,-0.010601908
17/05/2010,16.12,0.006222795
14/05/2010,16.02,-0.016099419
13/05/2010,16.28,-0.006734032
12/05/2010,16.39,0.011043057
11/05/2010,16.21,0.005567599
10/05/2010,16.12,0.040511869
07/05/2010,15.48,-0.015384919
06/05/2010,15.72,-0.035617636
05/05/2010,16.29,-0.026652092
04/05/2010,16.73,-0.031767377
03/05/2010,17.27,0.019883696
30/04/2010,16.93,0.001773574
29/04/2010,16.9,0.005934736
28/04/2010,16.8,0.015597197
27/04/2010,16.54,-0.030954852
26/04/2010,17.06,0.003523198
23/04/2010,17,0.01064469
22/04/2010,16.82,0.00536514
21/04/2010,16.73,0.004793299
20/04/2010,16.65,0.014519311
19/04/2010,16.41,0.004274816
16/04/2010,16.34,-0.0061013
15/04/2010,16.44,-0.001823155
14/04/2010,16.47,0.004259209
13/04/2010,16.4,-0.00060957
12/04/2010,16.41,0.012262569
09/04/2010,16.21,0.001852424
08/04/2010,16.18,-0.004316997
07/04/2010,16.25,-0.006134989
06/04/2010,16.35,0.006750563
05/04/2010,16.24,0.005557285
01/04/2010,16.15,0.016230069
31/03/2010,15.89,-0.006898742
30/03/2010,16,-0.000624805
29/03/2010,16.01,0.016373162
26/03/2010,15.75,0.010210682
25/03/2010,15.59,-0.003841234
24/03/2010,15.65,-0.015219064
23/03/2010,15.89,0.005047329
22/03/2010,15.81,-0.005676458
19/03/2010,15.9,-0.014361783
18/03/2010,16.13,-0.002476781
17/03/2010,16.17,0.011194147
16/03/2010,15.99,0.007532992
15/03/2010,15.87,0.000630318
12/03/2010,15.86,-0.00126024
11/03/2010,15.88,-0.001258653
10/03/2010,15.9,0.005044147
09/03/2010,15.82,-0.001263424
08/03/2010,15.84,0.003161558
05/03/2010,15.79,0.02371146
04/03/2010,15.42,-0.007751977
03/03/2010,15.54,-0.00641439
02/03/2010,15.64,0.005771096
01/03/2010,15.55,0.014248946
26/02/2010,15.33,0.003266909
25/02/2010,15.28,-0.000654236
24/02/2010,15.29,-0.005868944
23/02/2010,15.38,-0.019955603
22/02/2010,15.69,0.003191832
19/02/2010,15.64,0.020672571
18/02/2010,15.32,0.010498784
17/02/2010,15.16,-0.001976936
16/02/2010,15.19,0.019276104
12/02/2010,14.9,-0.010681009
11/02/2010,15.06,0.024875232
10/02/2010,14.69,-0.019548988
09/02/2010,14.98,0.015472895
08/02/2010,14.75,-0.012129529
05/02/2010,14.93,-0.015947182
04/02/2010,15.17,-0.034977659
03/02/2010,15.71,-0.017666075
02/02/2010,15.99,0.012586699
01/02/2010,15.79,0.014030842
29/01/2010,15.57,-0.008314727
28/01/2010,15.7,0.000637146
27/01/2010,15.69,-0.004451518
26/01/2010,15.76,0.000634719
25/01/2010,15.75,0.011494379
22/01/2010,15.57,-0.017823514
21/01/2010,15.85,-0.022458835
20/01/2010,16.21,-0.014697141
19/01/2010,16.45,0.007934128
15/01/2010,16.32,-0.010362787
14/01/2010,16.49,0.00975023
13/01/2010,16.33,0.004910998
12/01/2010,16.25,-0.008578484
11/01/2010,16.39,0.011043057
08/01/2010,16.21,0.000617094
07/01/2010,16.2,0.009302393
06/01/2010,16.05,0.005623258
05/01/2010,15.96,-0.008112369
04/01/2010,16.09,-0.008047088
31/12/2009,16.22,-0.018931863
30/12/2009,16.53,-0.00241692
29/12/2009,16.57,-0.002411092
28/12/2009,16.61,0.003618822
24/12/2009,16.55,-0.003618822
23/12/2009,16.61,0.009071728
22/12/2009,16.46,0.009154779
21/12/2009,16.31,0.006767174
18/12/2009,16.2,0.000617475
17/12/2009,16.19,0
16/12/2009,16.19,0.018074658
15/12/2009,15.9,-0.006894418
14/12/2009,16.01,0.008153071
11/12/2009,15.88,0.012036889
10/12/2009,15.69,0.012183543
09/12/2009,15.5,0.001937359
08/12/2009,15.47,-0.00451468
07/12/2009,15.54,0.012953549
04/12/2009,15.34,0.000652103
03/12/2009,15.33,0.004576667
02/12/2009,15.26,0.011202753
01/12/2009,15.09,0.02278919
30/11/2009,14.75,0.015027605
27/11/2009,14.53,-0.019087151
25/11/2009,14.81,0.004059545
24/11/2009,14.75,-0.005409073
23/11/2009,14.83,0.019748684
20/11/2009,14.54,0.007594099
19/11/2009,14.43,-0.016495219
18/11/2009,14.67,-0.012868447
17/11/2009,14.86,0.002020883
16/11/2009,14.83,0.012211821
13/11/2009,14.65,0.002049881
12/11/2009,14.62,-0.023657744
11/11/2009,14.97,-0.00466512
10/11/2009,15.04,0.010695289
09/11/2009,14.88,0.016260521
06/11/2009,14.64,-0.004770026
05/11/2009,14.71,0.013000525
04/11/2009,14.52,0.013869848
03/11/2009,14.32,0.005602256
02/11/2009,14.24,-0.006997929
30/10/2009,14.34,0.019007964
29/10/2009,14.07,0.024461651
28/10/2009,13.73,-0.014461568
27/10/2009,13.93,-0.003582949
26/10/2009,13.98,-0.018427169
23/10/2009,14.24,-0.019472103
22/10/2009,14.52,0.008298803
21/10/2009,14.4,-0.003466208
20/10/2009,14.45,-0.011011811
19/10/2009,14.61,0.014478019
16/10/2009,14.4,0.004175371
15/10/2009,14.34,0.004192878
14/10/2009,14.28,0.004914015
13/10/2009,14.21,-0.007012651
12/10/2009,14.31,-0.000698568
09/10/2009,14.32,0.004198747
08/10/2009,14.26,0.008450755
07/10/2009,14.14,0.0092363
06/10/2009,14.01,0.009322405
05/10/2009,13.88,0.021114727
02/10/2009,13.59,-0.014609464
01/10/2009,13.79,-0.020811659
30/09/2009,14.08,-0.018297484
29/09/2009,14.34,0.009810871
28/09/2009,14.2,0.009197093
25/09/2009,14.07,-0.00778765
24/09/2009,14.18,-0.011220314
23/09/2009,14.34,-0.006256538
22/09/2009,14.43,0.022425607
21/09/2009,14.11,0.002838895
18/09/2009,14.07,0.002134473
17/09/2009,14.04,-0.016249033
16/09/2009,14.27,0.039304809
15/09/2009,13.72,0.01542447
14/09/2009,13.51,0.023213322
11/09/2009,13.2,-0.018018506
10/09/2009,13.44,0.002980628
09/09/2009,13.4,0.003738322
08/09/2009,13.35,0.005257241
04/09/2009,13.28,0.003016594
03/09/2009,13.24,0.01063032
02/09/2009,13.1,-0.005329286
01/09/2009,13.17,-0.011325149
31/08/2009,13.32,-0.008224345
28/08/2009,13.43,-0.001488096
27/08/2009,13.45,-0.011090687
26/08/2009,13.6,-0.000735024
25/08/2009,13.61,-0.005130096
24/08/2009,13.68,0.006600684
21/08/2009,13.59,0.021570193
20/08/2009,13.3,0.007547206
19/08/2009,13.2,0.016807118
18/08/2009,12.98,0.002313923
17/08/2009,12.95,-0.007692346
14/08/2009,13.05,-0.006872879
13/08/2009,13.14,-0.002280503
12/08/2009,13.17,-0.009070357
11/08/2009,13.29,0
10/08/2009,13.29,-0.003005261
07/08/2009,13.33,0.0082863
06/08/2009,13.22,-0.024655713
05/08/2009,13.55,0.001477105
04/08/2009,13.53,-0.009562412
03/08/2009,13.66,0.012523184
31/07/2009,13.49,0.005202539
30/07/2009,13.42,0.018804616
29/07/2009,13.17,0.039494099
28/07/2009,12.66,-0.014896395
27/07/2009,12.85,-0.005432687
24/07/2009,12.92,0.014815086
23/07/2009,12.73,0.020635653
22/07/2009,12.47,0.000802246
21/07/2009,12.46,0.006441246
20/07/2009,12.38,0.023703603
17/07/2009,12.09,0
16/07/2009,12.09,0.012484557
15/07/2009,11.94,0.031478567
14/07/2009,11.57,0.013925377
13/07/2009,11.41,0.012345836
10/07/2009,11.27,-0.010591449
09/07/2009,11.39,0.000878349
08/07/2009,11.38,-0.009619663
07/07/2009,11.49,-0.015544354
06/07/2009,11.67,0.011202185
02/07/2009,11.54,-0.04407493
01/07/2009,12.06,0.010837955
30/06/2009,11.93,-0.009178204
29/06/2009,12.04,0.026084777
26/06/2009,11.73,-0.008489015
25/06/2009,11.83,0.024819417
24/06/2009,11.54,0.00608433
23/06/2009,11.47,-0.022414732
22/06/2009,11.73,-0.019418086
19/06/2009,11.96,0.002511512
18/06/2009,11.93,0.021178259
17/06/2009,11.68,-0.006825965
16/06/2009,11.76,-0.008467451
15/06/2009,11.86,-0.015063046
12/06/2009,12.04,0.002494804
11/06/2009,12.01,0.038188773
10/06/2009,11.56,0.015693435
09/06/2009,11.38,-0.010489607
08/06/2009,11.5,-0.000869187
05/06/2009,11.51,-0.008650573
04/06/2009,11.61,0.015625318
03/06/2009,11.43,-0.019064702
02/06/2009,11.65,-0.006843483
01/06/2009,11.73,0.044451763
29/05/2009,11.22,0.010752792
28/05/2009,11.1,0.020938407
27/05/2009,10.87,-0.016423727
26/05/2009,11.05,0.012750628
22/05/2009,10.91,0.007359739
21/05/2009,10.83,-0.026425228
20/05/2009,11.12,-0.012511334
19/05/2009,11.26,0.012511334
18/05/2009,11.12,0.002701487
15/05/2009,11.09,-0.008082666
14/05/2009,11.18,0.003584233
13/05/2009,11.14,-0.067675427
12/05/2009,11.92,-0.009185868
11/05/2009,12.03,-0.014032422
08/05/2009,12.2,0.025738241
07/05/2009,11.89,0.016963935
06/05/2009,11.69,0.018998844
05/05/2009,11.47,-0.01299282
04/05/2009,11.62,0.030583423
01/05/2009,11.27,0.062234168
30/04/2009,10.59,-0.012200996
29/04/2009,10.72,0.010314203
28/04/2009,10.61,0.001886793
27/04/2009,10.59,0.008534902
24/04/2009,10.5,-0.004750603
23/04/2009,10.55,0.011439591
22/04/2009,10.43,-0.016167732
21/04/2009,10.6,0.016167732
20/04/2009,10.43,-0.016167732
17/04/2009,10.6,-0.003766483
16/04/2009,10.64,-0.010285271
15/04/2009,10.75,-0.025713079
14/04/2009,11.03,-0.021525495
13/04/2009,11.27,-0.005309747
09/04/2009,11.33,0.022312394
08/04/2009,11.08,0.017296744
07/04/2009,10.89,-0.009140831
06/04/2009,10.99,-0.009058033
03/04/2009,11.09,0.006331998
02/04/2009,11.02,0.003636368
01/04/2009,10.98,-0.015364062
31/03/2009,11.15,0.031893364
30/03/2009,10.8,-0.022884294
27/03/2009,11.05,-0.017048417
26/03/2009,11.24,0.023403408
25/03/2009,10.98,-0.014466798
24/03/2009,11.14,-0.044763946
23/03/2009,11.65,0.057410907
20/03/2009,11,-0.033962156
19/03/2009,11.38,0.02311214
18/03/2009,11.12,0.031052723
17/03/2009,10.78,0.044578267
16/03/2009,10.31,0.018600634
13/03/2009,10.12,0.026027495
12/03/2009,9.86,0.034041451
11/03/2009,9.53,0.022282089
10/03/2009,9.32,0.024987721
09/03/2009,9.09,-0.019608471
06/03/2009,9.27,0.075021176
05/03/2009,8.6,-0.038773386
04/03/2009,8.94,0.038773386
03/03/2009,8.6,-0.064175083
02/03/2009,9.17,-0.044783603
27/02/2009,9.59,0.010482276
26/02/2009,9.49,-0.023947006
25/02/2009,9.72,-0.020367303
24/02/2009,9.92,0.027595006
23/02/2009,9.65,-0.006198367
20/02/2009,9.71,-0.02842831
19/02/2009,9.99,-0.027642431
18/02/2009,10.27,-0.026898836
17/02/2009,10.55,-0.065130763
13/02/2009,11.26,-0.006197452
12/02/2009,11.33,-0.026993367
11/02/2009,11.64,-0.0102565
10/02/2009,11.76,-0.010152371
09/02/2009,11.88,-0.05087233
06/02/2009,12.5,0.018571386
05/02/2009,12.27,0.007361996
04/02/2009,12.18,0.002466092
03/02/2009,12.15,0.004950505
02/02/2009,12.09,0.006639029
30/01/2009,12.01,-0.032762963
29/01/2009,12.41,-0.011218066
28/01/2009,12.55,0.014446479
27/01/2009,12.37,0.014658243
26/01/2009,12.19,0.024918233
23/01/2009,11.89,0.001683502
22/01/2009,11.87,0.002530579
21/01/2009,11.84,0.015319449
20/01/2009,11.66,-0.036214484
16/01/2009,12.09,0.02512695
15/01/2009,11.79,0.008517939
14/01/2009,11.69,-0.021997503
13/01/2009,11.95,-0.004175371
12/01/2009,12,-0.000832986
09/01/2009,12.01,-0.011589534
08/01/2009,12.15,-0.009012761
07/01/2009,12.26,-0.030524458
06/01/2009,12.64,-0.007095024
05/01/2009,12.73,
